theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-05-04,0.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-04-27,0.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-04-20,0.5800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-04-13,2.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-04-06,0.1700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-03-30,0.1400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-03-23,0.8200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-03-16,1.9700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-03-09,3.8600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-03-02,5.4900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-02-24,5.8800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-02-17,6.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-02-10,6.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-02-03,5.7300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-01-27,7.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-01-20,6.9200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-01-13,9.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2020,2020-01-06,12.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-12-30,19.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-12-23,25.8700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-12-16,22.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-12-09,21.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-12-02,20.2300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-11-25,17.0100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-11-18,15.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-11-11,7.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-11-04,3.6200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-10-28,3.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-10-21,2.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-10-14,2.6800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-10-07,2.4900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-09-30,1.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-09-23,2.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-09-16,1.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-09-09,1.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-09-02,1.1900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-08-26,2.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-08-19,2.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-08-12,1.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-08-05,0.8600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-07-29,0.9800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-07-22,0.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-07-15,1.0900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-07-08,0.9500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-07-01,1.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-06-24,1.0200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-06-17,1.1500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-06-10,1.7300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-06-03,2.0300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-05-27,1.3700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-05-20,2.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-05-13,2.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-05-06,3.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-04-29,3.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-04-22,5.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-04-15,6.4700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-04-08,7.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-04-01,7.3700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-03-25,9.2800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-03-18,10.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-03-11,11.3500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-03-04,11.4000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-02-25,15.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-02-18,21.7000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-02-11,26.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-02-04,28.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-01-28,25.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-01-21,23.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-01-14,21.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2019,2019-01-07,20.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-12-31,15.7600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-12-24,17.3000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-12-17,12.1800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-12-10,6.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-12-03,5.1500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-11-26,3.7700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-11-19,3.1700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-11-12,2.4200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-11-05,2.5100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-10-29,1.7000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-10-22,0.9300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-10-15,0.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-10-08,0.8000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-10-01,0.6700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-09-24,0.4500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-09-17,0.5000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-09-10,1.1100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-09-03,2.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-08-27,1.3300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-08-20,0.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-08-13,0.5200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-08-06,0.5400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-07-30,0.5300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-07-23,0.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-07-16,0.1500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-07-09,0.4300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-07-02,0.5000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-06-25,0.5600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-06-18,0.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-06-11,0.6700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-06-04,0.3100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-05-28,0.5900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-05-21,1.0500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-05-14,1.4800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-05-07,1.5300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-04-30,2.3400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-04-23,2.9100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-04-16,5.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-04-09,9.7700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-04-02,15.1300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-03-26,16.5500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-03-19,15.9200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-03-12,18.6500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-03-05,22.0600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-02-26,23.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-02-19,25.5800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-02-12,25.9400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-02-05,22.1100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-01-29,23.0700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-01-22,24.5200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-01-15,24.0500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-01-08,25.3600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2018,2018-01-01,25.5700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-12-25,25.7100,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-12-18,19.9000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-12-11,9.7800,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-12-04,7.4400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-11-27,3.2700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-11-20,3.4200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-11-13,1.8500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-11-06,1.1400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-10-30,1.0300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-10-23,1.3200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-10-16,1.7400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-10-09,1.8900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-10-02,1.6000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-09-25,1.3900,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-09-18,2.0000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-09-11,2.8400,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-09-04,2.4200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-08-28,1.1200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-08-21,0.8600,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-08-14,1.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-08-07,0.9700,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-07-31,1.2500,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-07-24,0.7300,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-07-17,0.8000,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-07-10,1.2200,False
infectious_disease,respiratory,Influenza,Nation,England,influenza_testing_positivityByWeek,all,all,default,2017,2017-07-03,1.7100,False
